transaction_id,customer_id,product_id,quantity,purchase_date,total_price
T00564,C0060,P036,3,2023-05-09,10745.07
T00565,C0272,P064,2,2024-05-02,4131.82
T00566,C0234,P070,1,2023-04-18,510.59
T00567,C0025,P022,3,2024-07-31,2191.92
T00568,C0275,P018,1,2023-10-29,1835.78
T00569,C0197,P044,2,2023-03-17,5677.98
T00570,C0244,P090,3,2023-12-28,1949.49
T00571,C0137,P024,3,2024-10-13,535.2
T00572,C0233,P085,3,2024-11-30,4117.59
T00573,C0203,P082,2,2024-10-15,2488.48
T00574,C0017,P046,3,2024-05-31,3080.31
T00575,C0083,P069,2,2023-10-29,2851.2
T00576,C0092,P031,2,2024-11-09,6445.3
T00577,C0021,P011,3,2024-10-01,3936.27
T00578,C0156,P004,1,2023-03-28,2000.69
T00579,C0024,P026,2,2023-05-31,761.78
T00580,C0212,P092,3,2024-09-21,733.44
T00581,C0081,P075,3,2024-11-25,1462.92
T00582,C0120,P012,1,2023-09-15,1265.35
T00583,C0111,P025,1,2023-08-20,634.76
T00584,C0193,P048,2,2024-05-13,5344.36
T00585,C0069,P072,3,2023-10-13,1715.94
T00586,C0159,P036,3,2023-10-02,10745.07
T00587,C0250,P081,1,2023-12-16,489.93
T00588,C0250,P083,3,2024-04-17,4179.9
T00589,C0265,P009,1,2024-02-25,2298.37
T00590,C0182,P015,3,2023-07-10,2678.25
T00591,C0176,P033,1,2023-10-31,3444.14
T00592,C0272,P069,1,2024-03-08,1425.6
T00593,C0005,P027,3,2024-11-19,985.2
T00594,C0148,P026,2,2024-06-23,761.78
T00595,C0219,P090,1,2023-05-21,649.83
T00596,C0294,P075,2,2024-06-07,975.28
T00597,C0082,P067,2,2023-03-29,1418.68
T00598,C0155,P001,1,2023-06-04,2184.43
T00599,C0278,P010,3,2023-10-14,6442.89
T00600,C0210,P032,2,2024-09-13,3250.64
T00601,C0035,P055,1,2024-09-12,601.29
T00602,C0132,P027,1,2024-01-13,328.4
T00603,C0133,P084,1,2023-10-09,748.65
T00604,C0228,P006,2,2024-09-01,2909.06
T00605,C0214,P023,3,2023-08-25,1083.75
T00606,C0239,P077,3,2023-07-16,2187.87
T00607,C0003,P051,3,2023-02-17,1248.93
T00608,C0153,P004,1,2023-06-05,2000.69
T00609,C0057,P012,1,2024-03-13,1265.35
T00610,C0259,P029,1,2023-02-25,405.67
T00611,C0220,P016,1,2024-01-01,1430.62
T00612,C0041,P037,3,2024-05-19,11682.99
T00613,C0107,P065,3,2023-09-16,5078.31
T00614,C0166,P071,2,2023-11-30,739.42
T00615,C0139,P011,3,2023-03-26,3936.27
T00616,C0163,P051,2,2024-09-16,832.62
T00617,C0047,P032,3,2024-11-25,4875.96
T00618,C0153,P007,1,2024-11-02,3277.67
T00619,C0275,P019,2,2024-02-22,3117.3
T00620,C0118,P016,3,2024-07-03,4291.86
T00621,C0168,P042,3,2024-11-22,6439.35
T00622,C0075,P049,2,2024-05-14,2393.26
T00623,C0289,P009,2,2023-09-30,4596.74
T00624,C0007,P005,3,2024-03-27,1774.89
T00625,C0109,P023,3,2023-05-19,1083.75
T00626,C0208,P078,3,2023-07-18,882.63
T00627,C0178,P046,1,2024-10-08,1026.77
T00628,C0212,P024,2,2023-09-27,356.8
T00629,C0082,P067,3,2024-11-16,2128.02
T00630,C0103,P010,2,2023-12-27,4295.26
T00631,C0234,P070,1,2023-09-26,510.59
T00632,C0051,P030,2,2023-09-04,1358.1
T00633,C0267,P001,2,2023-07-31,4368.86
T00634,C0208,P073,2,2023-09-16,1492.58
T00635,C0222,P023,1,2023-07-21,361.25
T00636,C0102,P005,3,2024-12-04,1774.89
T00637,C0059,P027,2,2024-02-14,656.8
T00638,C0262,P018,1,2023-07-20,1835.78
T00639,C0097,P060,3,2024-04-10,1228.68
T00640,C0031,P037,2,2024-01-20,7788.66
T00641,C0137,P027,3,2023-09-25,985.2
T00642,C0275,P011,2,2024-03-09,2624.18
T00643,C0049,P041,3,2024-05-22,8121.42
T00644,C0257,P074,1,2024-12-29,258.99
T00645,C0208,P020,2,2024-03-02,2366.16
T00646,C0215,P053,3,2023-08-15,2166.57
T00647,C0130,P031,1,2023-03-10,3222.65
T00648,C0244,P083,1,2023-12-16,1393.3
T00649,C0022,P055,2,2024-11-13,1202.58
T00650,C0285,P002,2,2024-12-24,8015.22
T00651,C0092,P026,2,2023-06-13,761.78
T00652,C0189,P053,3,2023-06-11,2166.57
T00653,C0128,P059,1,2023-09-21,551.41
T00654,C0066,P011,3,2024-08-28,3936.27
T00655,C0044,P073,1,2024-03-16,746.29
T00656,C0036,P090,3,2024-09-06,1949.49
T00657,C0085,P002,1,2024-02-16,4007.61
T00658,C0124,P031,2,2024-04-30,6445.3
T00659,C0288,P019,1,2023-04-03,1558.65
T00660,C0257,P011,2,2023-05-22,2624.18
T00661,C0237,P015,3,2024-09-18,2678.25
T00662,C0035,P058,3,2024-10-31,2990.91
T00663,C0285,P026,1,2023-02-03,380.89
T00664,C0224,P060,1,2023-07-07,409.56
T00665,C0158,P013,2,2023-02-14,2847.1
T00666,C0094,P040,1,2024-08-10,393.05
T00667,C0167,P001,2,2023-05-19,4368.86
T00668,C0246,P005,1,2023-01-30,591.63
T00669,C0268,P012,1,2023-02-18,1265.35
T00670,C0179,P012,2,2024-05-12,2530.7
T00671,C0093,P037,2,2024-05-16,7788.66
T00672,C0125,P006,1,2024-07-04,1454.53
T00673,C0163,P060,2,2024-05-23,819.12
T00674,C0224,P056,1,2024-10-25,973.6
T00675,C0047,P036,3,2023-08-07,10745.07
T00676,C0072,P056,2,2024-10-29,1947.2
T00677,C0228,P043,3,2024-02-11,4044.21
T00678,C0233,P072,3,2024-02-04,1715.94
T00679,C0251,P054,3,2023-04-08,2842.86
T00680,C0111,P040,2,2024-11-15,786.1
T00681,C0117,P065,2,2023-03-27,3385.54
T00682,C0035,P003,3,2024-08-28,3602.94
T00683,C0164,P016,1,2023-03-23,1430.62
T00684,C0291,P066,2,2024-04-25,4110.72
T00685,C0274,P010,1,2023-07-15,2147.63
T00686,C0214,P079,2,2024-10-12,1453.96
T00687,C0205,P005,3,2024-10-31,1774.89
T00688,C0044,P074,3,2023-11-11,776.97
T00689,C0273,P014,1,2024-11-26,1906.99
T00690,C0064,P008,2,2023-03-20,4885.5
T00691,C0185,P028,1,2024-02-22,197.46
T00692,C0176,P040,1,2024-12-21,393.05
T00693,C0277,P021,1,2023-08-30,696.49
T00694,C0119,P005,1,2023-10-03,591.63
T00695,C0260,P036,1,2023-04-16,3581.69
T00696,C0170,P046,2,2023-10-08,2053.54
T00697,C0105,P059,3,2024-09-27,1654.23
T00698,C0210,P042,1,2024-12-27,2146.45
T00699,C0111,P024,3,2023-05-10,535.2
T00700,C0074,P030,2,2024-05-13,1358.1
T00701,C0014,P098,3,2024-08-27,1433.64
T00702,C0034,P077,2,2023-02-14,1458.58
T00703,C0161,P014,2,2023-10-15,3813.98
T00704,C0238,P008,1,2023-08-21,2442.75
T00705,C0090,P034,3,2024-07-22,1602.51
T00706,C0077,P092,2,2023-09-19,488.96
T00707,C0262,P014,2,2023-06-27,3813.98
T00708,C0001,P055,3,2023-07-27,1803.87
T00709,C0140,P002,1,2023-08-11,4007.61
T00710,C0034,P070,3,2023-12-26,1531.77
T00711,C0182,P010,2,2023-07-04,4295.26
T00712,C0279,P075,3,2023-07-12,1462.92
T00713,C0095,P034,3,2023-04-06,1602.51
T00714,C0277,P004,1,2024-08-01,2000.69
T00715,C0231,P060,1,2024-08-02,409.56
T00716,C0216,P069,1,2024-05-31,1425.6
T00717,C0104,P085,3,2024-01-07,4117.59
T00718,C0201,P064,3,2024-02-21,6197.73
T00719,C0095,P025,2,2024-02-05,1269.52
T00720,C0068,P017,2,2024-10-15,2593.98
T00721,C0281,P027,2,2024-04-28,656.8
T00722,C0172,P010,2,2023-04-04,4295.26
T00723,C0280,P032,2,2024-01-09,3250.64
T00724,C0270,P093,2,2024-05-24,617.22
T00725,C0184,P057,1,2023-10-24,546.52
T00726,C0143,P045,3,2023-05-10,1951.26
T00727,C0181,P010,3,2024-12-06,6442.89
T00728,C0248,P060,2,2024-04-03,819.12
T00729,C0199,P003,2,2023-03-28,2401.96
T00730,C0106,P023,2,2024-08-22,722.5
T00731,C0115,P075,1,2024-09-06,487.64
T00732,C0282,P049,3,2023-04-06,3589.89
T00733,C0212,P023,3,2023-06-18,1083.75
T00734,C0007,P003,1,2023-06-19,1200.98
T00735,C0296,P009,3,2023-02-11,6895.11
T00736,C0292,P059,1,2024-01-21,551.41
T00737,C0162,P020,1,2024-04-04,1183.08
T00738,C0128,P025,3,2023-06-14,1904.28
T00739,C0043,P045,2,2023-08-23,1300.84
T00740,C0105,P021,3,2023-05-10,2089.47
T00741,C0019,P004,1,2024-08-23,2000.69
T00742,C0081,P079,1,2023-07-16,726.98
T00743,C0113,P016,2,2023-12-10,2861.24
T00744,C0298,P023,3,2024-03-29,1083.75
T00745,C0214,P012,1,2024-03-19,1265.35
T00746,C0086,P038,3,2024-05-06,7127.19
T00747,C0163,P057,3,2023-12-26,1639.56
T00748,C0031,P031,2,2024-07-15,6445.3
T00749,C0093,P037,1,2023-11-07,3894.33
T00750,C0098,P015,3,2024-11-07,2678.25
T00751,C0225,P077,1,2024-12-18,729.29
T00752,C0014,P073,3,2023-06-05,2238.87
T00753,C0292,P058,3,2023-02-24,2990.91
T00754,C0074,P038,3,2024-12-08,7127.19
T00755,C0267,P032,1,2023-07-10,1625.32
T00756,C0201,P043,1,2023-01-21,1348.07
T00757,C0070,P018,2,2024-08-09,3671.56
T00758,C0172,P010,2,2023-03-30,4295.26
T00759,C0005,P021,3,2024-03-11,2089.47
T00760,C0079,P009,1,2024-07-25,2298.37
T00761,C0094,P059,3,2024-11-14,1654.23
T00762,C0266,P057,2,2023-03-27,1093.04
T00763,C0050,P003,2,2024-06-05,2401.96
T00764,C0163,P060,1,2024-02-25,409.56
T00765,C0052,P100,2,2024-04-13,165.82
T00766,C0215,P009,3,2024-10-19,6895.11
T00767,C0110,P077,1,2023-03-24,729.29
T00768,C0181,P002,3,2024-01-09,12022.83
T00769,C0171,P017,2,2024-02-23,2593.98
T00770,C0287,P014,3,2024-03-20,5720.97
T00771,C0244,P086,2,2023-06-15,463.08
T00772,C0244,P082,2,2023-10-04,2488.48
T00773,C0053,P023,2,2024-09-11,722.5
T00774,C0045,P004,3,2023-11-09,6002.07
T00775,C0239,P009,2,2023-08-20,4596.74
T00776,C0192,P094,2,2023-01-04,305.16
T00777,C0092,P026,1,2024-05-07,380.89
T00778,C0008,P007,2,2023-03-27,6555.34
T00779,C0072,P030,3,2023-01-19,2037.15
T00780,C0011,P011,1,2023-09-28,1312.09
T00781,C0003,P059,1,2023-11-10,551.41
T00782,C0230,P079,1,2024-09-23,726.98
T00783,C0094,P040,2,2023-09-10,786.1
T00784,C0203,P006,2,2024-12-13,2909.06
T00785,C0031,P031,1,2024-07-26,3222.65
T00786,C0089,P082,3,2024-12-03,3732.72
T00787,C0089,P081,3,2023-06-16,1469.79
T00788,C0212,P026,3,2023-01-01,1142.67
T00789,C0144,P043,1,2023-12-24,1348.07
T00790,C0099,P036,2,2024-08-09,7163.38
T00791,C0012,P007,1,2023-07-01,3277.67
T00792,C0254,P023,2,2023-03-26,722.5
T00793,C0086,P027,1,2024-06-08,328.4
T00794,C0254,P024,1,2023-06-16,178.4
T00795,C0006,P015,2,2023-02-02,1785.5
T00796,C0149,P035,3,2023-09-01,8288.73
T00797,C0081,P071,2,2023-05-29,739.42
T00798,C0263,P059,1,2024-03-09,551.41
T00799,C0221,P039,1,2023-03-19,448.6
T00800,C0015,P015,3,2023-11-28,2678.25
T00801,C0152,P033,3,2023-05-08,10332.42
T00802,C0041,P076,3,2023-12-29,2389.14
T00803,C0243,P013,1,2024-03-18,1423.55
T00804,C0015,P018,2,2023-03-09,3671.56
T00805,C0178,P051,3,2024-01-20,1248.93
T00806,C0057,P079,1,2023-12-18,726.98
T00807,C0284,P018,3,2024-09-21,5507.34
T00808,C0294,P077,3,2024-12-21,2187.87
T00809,C0122,P075,2,2024-11-21,975.28
T00810,C0004,P084,1,2023-06-05,748.65
T00811,C0287,P039,2,2024-07-01,897.2
T00812,C0272,P065,1,2024-03-01,1692.77
T00813,C0114,P053,1,2024-02-22,722.19
T00814,C0035,P056,3,2023-08-06,2920.8
T00815,C0184,P052,3,2023-07-12,1676.01
T00816,C0105,P055,3,2024-08-10,1803.87
T00817,C0175,P046,2,2023-12-19,2053.54
T00818,C0134,P031,1,2023-06-04,3222.65
T00819,C0002,P025,1,2023-11-02,634.76
T00820,C0085,P078,1,2024-11-09,294.21
T00821,C0208,P071,3,2024-10-31,1109.13
T00822,C0048,P048,3,2023-04-14,8016.54
T00823,C0231,P044,1,2023-09-01,2838.99
T00824,C0120,P028,2,2024-11-24,394.92
T00825,C0252,P049,3,2023-08-02,3589.89
T00826,C0103,P002,2,2023-04-19,8015.22
T00827,C0228,P048,2,2023-04-30,5344.36
T00828,C0055,P043,2,2023-04-06,2696.14
T00829,C0061,P035,2,2024-11-03,5525.82
T00830,C0128,P038,1,2024-11-27,2375.73
T00831,C0222,P059,3,2024-10-13,1654.23
T00832,C0155,P015,2,2024-07-16,1785.5
T00833,C0174,P080,3,2024-01-24,2161.32
T00834,C0213,P057,1,2024-08-20,546.52
T00835,C0251,P008,3,2023-09-13,7328.25
T00836,C0159,P034,1,2023-12-19,534.17
T00837,C0115,P075,2,2023-02-20,975.28
T00838,C0281,P016,2,2023-09-05,2861.24
T00839,C0003,P059,1,2023-09-18,551.41
T00840,C0139,P096,1,2023-08-28,496.55
T00841,C0269,P057,2,2023-11-19,1093.04
T00842,C0296,P045,3,2024-04-12,1951.26
T00843,C0172,P002,2,2023-03-07,8015.22
T00844,C0274,P009,3,2023-04-09,6895.11
T00845,C0057,P073,1,2024-11-29,746.29
T00846,C0033,P100,2,2023-05-11,165.82
T00847,C0219,P068,2,2024-12-28,2032.22
T00848,C0049,P030,2,2024-08-28,1358.1
T00849,C0148,P050,2,2024-06-26,1674.44
T00850,C0133,P082,3,2024-01-31,3732.72
T00851,C0153,P022,1,2024-11-03,730.64
T00852,C0051,P025,3,2024-02-07,1904.28
T00853,C0197,P030,3,2024-09-02,2037.15
T00854,C0299,P005,2,2023-02-07,1183.26
T00855,C0251,P059,1,2023-05-04,551.41
T00856,C0146,P029,3,2024-10-14,1217.01
T00857,C0023,P022,1,2024-11-21,730.64
T00858,C0052,P025,1,2023-12-20,634.76
T00859,C0259,P027,1,2023-10-02,328.4
T00860,C0256,P049,1,2024-03-08,1196.63
T00861,C0090,P005,1,2024-03-14,591.63
T00862,C0025,P066,1,2024-04-22,2055.36
T00863,C0016,P003,3,2024-07-09,3602.94
T00864,C0165,P080,3,2023-11-26,2161.32
T00865,C0071,P030,1,2024-06-01,679.05
T00866,C0050,P007,2,2024-07-11,6555.34
T00867,C0063,P048,3,2023-04-28,8016.54
T00868,C0199,P003,1,2024-04-14,1200.98
T00869,C0221,P026,1,2023-04-11,380.89
T00870,C0030,P027,1,2024-09-03,328.4
T00871,C0005,P022,1,2024-04-12,730.64
T00872,C0219,P042,2,2023-01-18,4292.9
T00873,C0198,P089,2,2023-02-06,735.22
T00874,C0202,P094,3,2024-04-23,457.74
T00875,C0243,P080,2,2023-05-29,1440.88
T00876,C0129,P066,2,2023-07-25,4110.72
T00877,C0116,P016,1,2023-08-13,1430.62
T00878,C0017,P003,3,2024-03-20,3602.94
T00879,C0291,P005,2,2024-08-22,1183.26
T00880,C0282,P031,3,2024-02-15,9667.95
T00881,C0270,P090,1,2023-02-17,649.83
T00882,C0043,P048,1,2023-09-25,2672.18
T00883,C0019,P047,2,2023-11-30,4898.56
T00884,C0090,P060,1,2024-08-15,409.56
T00885,C0207,P020,1,2024-11-04,1183.08
T00886,C0066,P095,3,2023-07-07,179.82
T00887,C0198,P087,3,2024-08-21,4628.04
T00888,C0182,P009,2,2024-06-28,4596.74
T00889,C0155,P053,2,2023-11-19,1444.38
T00890,C0212,P028,1,2024-07-12,197.46
T00891,C0246,P003,3,2024-09-04,3602.94
T00892,C0029,P058,3,2024-01-04,2990.91
T00893,C0238,P075,3,2024-02-24,1462.92
T00894,C0031,P033,1,2024-11-19,3444.14
T00895,C0063,P045,2,2024-11-24,1300.84
T00896,C0032,P054,2,2023-08-20,1895.24
T00897,C0062,P011,3,2024-04-19,3936.27
T00898,C0199,P029,2,2023-08-27,811.34
T00899,C0163,P053,3,2023-11-09,2166.57
T00900,C0135,P024,2,2023-10-11,356.8
T00901,C0261,P009,3,2024-10-11,6895.11
T00902,C0288,P015,1,2024-05-10,892.75
T00903,C0266,P051,1,2023-06-11,416.31
T00904,C0140,P015,3,2023-03-31,2678.25
T00905,C0113,P042,3,2023-05-26,6439.35
T00906,C0065,P017,3,2023-03-22,3890.97
T00907,C0179,P046,2,2024-04-07,2053.54
T00908,C0026,P024,3,2023-03-01,535.2
T00909,C0183,P069,1,2023-07-07,1425.6
T00910,C0216,P051,2,2023-05-12,832.62
T00911,C0266,P056,3,2024-03-09,2920.8
T00912,C0147,P032,1,2023-03-05,1625.32
T00913,C0290,P038,3,2024-02-02,7127.19
T00914,C0287,P003,3,2023-09-11,3602.94
T00915,C0010,P050,3,2024-06-24,2511.66
T00916,C0079,P029,2,2024-04-27,811.34
T00917,C0014,P095,1,2024-10-11,59.94
T00918,C0094,P031,1,2023-01-02,3222.65
T00919,C0031,P031,2,2023-10-15,6445.3
T00920,C0010,P013,1,2024-06-16,1423.55
T00921,C0089,P090,1,2023-06-01,649.83
T00922,C0082,P069,1,2023-02-13,1425.6
T00923,C0088,P016,3,2024-04-19,4291.86
T00924,C0063,P050,3,2023-06-16,2511.66
T00925,C0081,P075,2,2023-05-15,975.28
T00926,C0082,P070,3,2024-02-23,1531.77
T00927,C0164,P013,1,2024-08-22,1423.55
T00928,C0275,P011,1,2024-09-24,1312.09
T00929,C0011,P008,1,2023-11-23,2442.75
T00930,C0245,P053,1,2023-07-02,722.19
T00931,C0173,P074,2,2023-05-30,517.98
T00932,C0266,P060,2,2023-10-09,819.12
T00933,C0125,P021,1,2024-06-17,696.49
T00934,C0191,P018,3,2023-04-24,5507.34
T00935,C0033,P092,2,2023-08-04,488.96
T00936,C0247,P009,1,2024-07-17,2298.37
T00937,C0028,P052,1,2024-01-02,558.67
T00938,C0028,P055,1,2024-07-21,601.29
T00939,C0271,P095,3,2024-07-10,179.82
T00940,C0137,P034,1,2023-05-22,534.17
T00941,C0050,P073,2,2023-07-26,1492.58
T00942,C0014,P099,1,2024-12-07,483.99
T00943,C0207,P099,2,2023-04-01,967.98
T00944,C0129,P067,2,2023-08-20,1418.68
T00945,C0069,P072,2,2024-02-24,1143.96
T00946,C0051,P011,3,2023-06-12,3936.27
T00947,C0148,P028,1,2024-02-11,197.46
T00948,C0232,P067,1,2024-09-28,709.34
T00949,C0270,P082,3,2023-01-19,3732.72
T00950,C0052,P052,3,2024-09-11,1676.01
T00951,C0119,P003,3,2024-02-14,3602.94
T00952,C0062,P033,2,2024-10-03,6888.28
T00953,C0085,P073,3,2024-05-26,2238.87
T00954,C0081,P002,1,2024-12-11,4007.61
T00955,C0273,P015,2,2023-04-05,1785.5
T00956,C0208,P078,1,2023-12-07,294.21
T00957,C0196,P023,2,2024-12-23,722.5
T00958,C0031,P031,2,2023-07-29,6445.3
T00959,C0053,P005,1,2024-07-08,591.63
T00960,C0288,P018,1,2023-04-24,1835.78
T00961,C0021,P033,1,2023-06-17,3444.14
T00962,C0257,P073,3,2024-06-18,2238.87
T00963,C0208,P079,1,2023-09-09,726.98
T00964,C0145,P024,1,2023-03-07,178.4
T00965,C0089,P053,1,2023-08-09,722.19
T00966,C0190,P021,2,2024-01-27,1392.98
T00967,C0015,P095,1,2024-09-16,59.94
T00968,C0181,P001,2,2024-12-14,4368.86
T00969,C0017,P040,1,2024-02-10,393.05
T00970,C0204,P084,3,2024-09-30,2245.95
T00971,C0012,P010,3,2024-03-22,6442.89
T00972,C0262,P016,1,2024-07-09,1430.62
T00973,C0280,P005,1,2023-11-14,591.63
T00974,C0218,P021,2,2024-11-07,1392.98
T00975,C0171,P078,2,2023-10-21,588.42
T00976,C0078,P072,1,2024-06-18,571.98
T00977,C0278,P021,1,2023-10-18,696.49
T00978,C0271,P014,2,2023-11-02,3813.98
T00979,C0299,P006,2,2023-10-13,2909.06
T00980,C0275,P016,1,2023-09-19,1430.62
T00981,C0267,P003,2,2023-02-28,2401.96
T00982,C0264,P010,3,2024-09-02,6442.89
T00983,C0174,P016,3,2023-01-28,4291.86
T00984,C0262,P005,3,2023-06-17,1774.89
T00985,C0123,P023,3,2023-11-27,1083.75
T00986,C0180,P003,3,2023-09-24,3602.94
T00987,C0056,P058,2,2024-07-07,1993.94
T00988,C0074,P014,1,2023-04-15,1906.99
T00989,C0226,P026,2,2024-08-07,761.78
T00990,C0009,P065,3,2023-06-21,5078.31
T00991,C0001,P064,2,2023-08-28,4131.82
T00992,C0292,P051,2,2024-12-23,832.62
T00993,C0189,P057,3,2023-11-25,1639.56
T00994,C0176,P056,1,2023-05-18,973.6
T00995,C0118,P013,3,2023-01-16,4270.65
T00996,C0285,P023,2,2024-05-27,722.5
T00997,C0087,P003,1,2023-08-20,1200.98
T00998,C0028,P051,2,2023-09-09,832.62
T00999,C0225,P098,1,2023-07-26,477.88
T01000,C0061,P037,3,2023-01-01,11682.99
T01001,C0299,P016,2,2023-12-31,2861.24
T01002,C0095,P078,3,2023-08-13,882.63
T01003,C0074,P033,2,2023-08-22,6888.28
T01004,C0015,P020,3,2024-02-06,3549.24
T01005,C0274,P012,2,2023-06-03,2530.7
T01006,C0267,P007,2,2023-10-12,6555.34
T01007,C0234,P064,2,2024-09-04,4131.82
T01008,C0035,P052,2,2023-04-24,1117.34
T01009,C0299,P016,3,2023-05-06,4291.86
T01010,C0027,P008,1,2024-11-03,2442.75
T01011,C0282,P017,2,2024-04-01,2593.98
T01012,C0058,P021,3,2024-12-13,2089.47
T01013,C0229,P064,3,2023-10-06,6197.73
T01014,C0173,P077,2,2023-05-22,1458.58
T01015,C0175,P044,2,2024-11-02,5677.98
T01016,C0101,P035,2,2023-12-20,5525.82
T01017,C0154,P041,2,2024-04-24,5414.28
T01018,C0108,P058,2,2024-01-06,1993.94
T01019,C0089,P089,3,2023-05-02,1102.83
T01020,C0297,P057,1,2023-01-14,546.52
T01021,C0231,P020,3,2023-03-24,3549.24
T01022,C0002,P010,1,2024-03-16,2147.63
T01023,C0284,P020,3,2024-08-02,3549.24
T01024,C0126,P073,1,2023-01-22,746.29
T01025,C0200,P047,3,2024-05-12,7347.84
T01026,C0239,P001,3,2024-12-03,6553.29
T01027,C0287,P077,1,2024-08-14,729.29
T01028,C0008,P002,3,2023-07-12,12022.83
T01029,C0099,P011,2,2023-01-06,2624.18
T01030,C0110,P043,3,2024-07-05,4044.21
T01031,C0007,P012,3,2024-05-11,3796.05
T01032,C0268,P020,3,2024-03-04,3549.24
T01033,C0257,P018,3,2024-01-25,5507.34
T01034,C0121,P079,3,2024-05-16,2180.94
T01035,C0148,P025,2,2023-01-11,1269.52
T01036,C0234,P063,1,2023-10-19,1974.56
T01037,C0239,P006,3,2023-06-10,4363.59
T01038,C0138,P072,3,2023-09-25,1715.94
T01039,C0004,P008,3,2024-05-08,7328.25
T01040,C0208,P072,1,2023-03-12,571.98
T01041,C0230,P018,1,2023-07-08,1835.78
T01042,C0062,P040,1,2023-08-31,393.05
T01043,C0290,P001,3,2023-03-29,6553.29
T01044,C0041,P011,2,2024-07-21,2624.18
T01045,C0099,P031,3,2023-12-29,9667.95
T01046,C0106,P025,2,2024-10-20,1269.52
T01047,C0098,P074,3,2023-05-21,776.97
T01048,C0248,P005,3,2024-04-13,1774.89
T01049,C0240,P035,3,2023-11-12,8288.73
T01050,C0099,P031,1,2023-07-26,3222.65
T01051,C0114,P016,2,2023-05-07,2861.24
T01052,C0271,P069,1,2024-09-14,1425.6
T01053,C0152,P099,1,2023-01-23,483.99
T01054,C0155,P053,3,2023-12-07,2166.57
T01055,C0258,P012,1,2024-01-02,1265.35
T01056,C0144,P044,1,2024-10-21,2838.99
T01057,C0225,P098,2,2024-12-02,955.76
T01058,C0152,P096,2,2023-01-24,993.1
T01059,C0072,P100,1,2023-03-24,82.91
T01060,C0015,P014,3,2023-05-17,5720.97
T01061,C0041,P075,2,2023-05-25,975.28
T01062,C0181,P019,1,2024-01-02,1558.65
T01063,C0019,P047,2,2023-05-16,4898.56
T01064,C0137,P078,3,2023-02-12,882.63
T01065,C0173,P027,2,2023-01-29,656.8
T01066,C0156,P012,3,2023-12-22,3796.05
T01067,C0144,P042,3,2024-08-30,6439.35
T01068,C0229,P044,3,2023-01-06,8516.97
T01069,C0218,P049,3,2024-07-20,3589.89
T01070,C0153,P006,2,2023-06-03,2909.06
T01071,C0191,P019,1,2023-02-13,1558.65
T01072,C0023,P024,3,2024-04-30,535.2
T01073,C0116,P036,3,2023-04-30,10745.07
T01074,C0258,P016,1,2023-07-17,1430.62
T01075,C0122,P080,1,2024-04-11,720.44
T01076,C0205,P001,3,2023-01-20,6553.29
T01077,C0266,P017,1,2024-10-14,1296.99
T01078,C0281,P038,1,2024-09-12,2375.73
T01079,C0285,P021,2,2024-09-20,1392.98
T01080,C0094,P075,3,2024-02-28,1462.92
T01081,C0103,P006,3,2024-08-17,4363.59
T01082,C0290,P004,2,2024-03-08,4001.38
T01083,C0128,P032,3,2023-02-20,4875.96
T01084,C0272,P027,3,2024-02-07,985.2
T01085,C0102,P022,2,2024-10-11,1461.28
T01086,C0071,P049,3,2023-12-14,3589.89
T01087,C0242,P047,3,2023-10-13,7347.84
T01088,C0294,P085,1,2023-05-04,1372.53
T01089,C0279,P074,3,2023-11-13,776.97
T01090,C0272,P068,2,2023-05-11,2032.22
T01091,C0257,P027,1,2023-11-07,328.4
T01092,C0199,P007,2,2023-05-21,6555.34
T01093,C0229,P069,2,2023-09-10,2851.2
T01094,C0230,P080,1,2024-01-28,720.44
T01095,C0148,P046,1,2024-11-23,1026.77
T01096,C0238,P028,3,2024-04-26,592.38
T01097,C0221,P039,1,2023-05-07,448.6
T01098,C0052,P057,1,2023-02-13,546.52
T01099,C0185,P022,3,2023-04-11,2191.92
T01100,C0027,P068,2,2023-09-03,2032.22
T01101,C0041,P011,2,2023-08-03,2624.18
T01102,C0249,P074,3,2024-04-07,776.97
T01103,C0197,P077,2,2024-02-24,1458.58
T01104,C0202,P033,3,2023-03-07,10332.42
T01105,C0157,P027,2,2024-07-30,656.8
T01106,C0231,P026,3,2023-01-26,1142.67
T01107,C0120,P020,3,2023-01-19,3549.24
T01108,C0171,P071,1,2024-06-25,369.71
T01109,C0011,P001,1,2023-09-13,2184.43
T01110,C0086,P030,3,2024-09-12,2037.15
T01111,C0053,P085,2,2023-07-24,2745.06
T01112,C0256,P037,2,2024-03-17,7788.66
T01113,C0180,P097,2,2023-02-01,921.38
T01114,C0013,P005,3,2023-09-29,1774.89
T01115,C0034,P096,3,2024-06-14,1489.65
T01116,C0186,P014,2,2023-10-16,3813.98
T01117,C0298,P059,3,2024-03-24,1654.23
T01118,C0147,P030,2,2024-12-14,1358.1
T01119,C0065,P012,2,2023-03-02,2530.7
T01120,C0199,P008,3,2023-01-15,7328.25
T01121,C0041,P078,3,2023-04-28,882.63
T01122,C0193,P047,1,2024-03-19,2449.28
T01123,C0188,P090,1,2024-04-16,649.83
T01124,C0193,P015,1,2023-10-06,892.75
T01125,C0170,P037,3,2023-09-21,11682.99
T01126,C0107,P064,2,2023-05-19,4131.82
T01127,C0145,P029,1,2024-01-07,405.67
T01128,C0138,P053,3,2023-07-18,2166.57
